period,registration_type,brand,nameplate,model,trim_label,grade,drive,range_km,battery_kwh,powertrain_hint,segment,body_type,market_position,powertrain,brand_segment,units,raw_label
2025-10,RY1,BYD,Dolphin,Dolphin,435KM-STD,STD,,435.0,,,B,HATCHBACK,VOLUME,BEV,MASS,530.0,BYD BYD DOLPHIN (435KM-STD)
2025-06,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,517.0,ORA GOOD CAT
2022-08,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,516.0,ORA GOOD CAT
2022-03,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,510.0,HAVAL H6 HEV ULTRA
2022-10,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,507.0,MG EP
2024-09,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,505.0,NETA NETA V-II
2024-03,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,504.0,MG MG4 ELECTRIC
2024-10,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,502.0,NETA NETA V-II
2025-05,RY1,BYD,Atto 3,Atto 3,480KM-EXT,EXT,,480.0,,,B,CROSSOVER,VOLUME,BEV,MASS,498.0,BYD BYD ATTO3 (480KM-EXT)
2025-03,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,497.0,ORA GOOD CAT
2025-05,RY1,Denza,Denza D9,Denza D9,FWD,,FWD,,,,E,MPV,LUXURY,MIXED,PREMIUM_LUXURY,497.0,DENZA DENZA D9 FWD
2026-01,RY1,Aion,Aion Y Plus,Aion Y Plus,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,496.0,AION AION Y PLUS
2023-06,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,495.0,TESLA MODEL Y LONG RANGE
2023-01,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,494.0,ORA GOOD CAT
2025-11,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,494.0,ORA GOOD CAT
2022-03,RY1,GWM,Haval Jolion,Haval Jolion,HYBRID,,,,,HEV,B,CROSSOVER,VOLUME,HEV,MASS,493.0,HAVAL JOLION HYBRID
2025-12,RY1,GWM,Tank 300,Tank 300,,,,,,,C,PPV,UPPER,HEV,MASS,493.0,GWM GWM TANK 300
2023-10,RY1,MG,MG5,MG5,,,,,,,C,SEDAN,VOLUME,ICE,MASS,489.0,MG MG5
2023-09,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,488.0,MG EP
2023-11,RY1,BYD,Seal,Seal,EXD RWD,,RWD,,,,D,SEDAN,UPPER,BEV,MASS,485.0,BYD BYD SEAL EXD RWD
2025-01,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,485.0,ORA GOOD CAT
2024-11,RY1,Neta,Neta X,Neta X,,,,,,,B,CROSSOVER,VOLUME,BEV,BUDGET,483.0,NETA NETA X
2023-05,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,481.0,TESLA MODEL Y LONG RANGE
2023-08,RY1,BYD,Dolphin,Dolphin,STD,STD,,,,,B,HATCHBACK,VOLUME,BEV,MASS,481.0,BYD BYD DOLPHIN STD
2024-03,RY1,MG,MG5,MG5,,,,,,,C,SEDAN,VOLUME,ICE,MASS,477.0,MG MG5
2024-03,RY1,Aion,Aion Y Plus,Aion Y Plus,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,476.0,AION AION Y PLUS
2024-04,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,476.0,MG MG4 ELECTRIC
2024-04,RY1,MG,MG5,MG5,,,,,,,C,SEDAN,VOLUME,ICE,MASS,468.0,MG MG5
2025-10,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,468.0,DEEPAL S07
2025-03,RY1,BYD,Sealion 7,Sealion 7,AWD,,AWD,,,,D,CROSSOVER,UPPER,BEV,MASS,463.0,BYD BYD SEALION 7 AWD
2024-01,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,459.0,MG EP
2022-11,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,455.0,ORA GOOD CAT
2022-06,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,453.0,ORA GOOD CAT
2025-08,RY1,Changan,Changan Lumin,Changan Lumin,L DC,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,452.0,CHANGAN LUMIN L DC
2026-01,RY1,BYD,Sealion 7,Sealion 7,AWD,,AWD,,,,D,CROSSOVER,UPPER,BEV,MASS,449.0,BYD BYD SEALION 7 AWD
2026-01,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,448.0,DEEPAL S07
2024-07,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,448.0,DEEPAL S07
2025-04,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,448.0,ORA GOOD CAT
2022-10,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,447.0,ORA GOOD CAT
2023-03,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,447.0,MG MG4 ELECTRIC
2025-06,RY1,BYD,Dolphin,Dolphin,490KM-EXT,EXT,,490.0,,,B,HATCHBACK,VOLUME,BEV,MASS,443.0,BYD BYD DOLPHIN (490KM-EXT)
2025-02,RY1,Aion,Aion V,Aion V,602 LUXURY,LUXURY,,602.0,,,C,CROSSOVER,UPPER,BEV,MASS,439.0,AION AION V 602 LUXURY
2025-08,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,439.0,ORA GOOD CAT
2024-06,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,437.0,NETA NETA V
2025-08,RY1,MG,MG S5 EV,MG S5 EV,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,431.0,MG S5 EV
2023-05,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,430.0,ORA GOOD CAT
2026-01,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,PREMIUM,PREMIUM,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,427.0,BYD BYD SEALION 6 DM-i PREMIUM
2024-06,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,425.0,MG MG4 ELECTRIC
2025-05,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,DYNAMIC,DYNAMIC,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,424.0,BYD BYD SEALION 6 DM-i DYNAMIC
2026-01,RY1,MG,MG IM6,MG IM6,,,,,,,D,CROSSOVER,LUXURY,BEV,MASS,419.0,MG IM6
2024-03,RY1,BYD,Dolphin,Dolphin,STD,STD,,,,,B,HATCHBACK,VOLUME,BEV,MASS,419.0,BYD BYD DOLPHIN STD
2025-06,RY1,Aion,Aion V,Aion V,602 LUXURY,LUXURY,,602.0,,,C,CROSSOVER,UPPER,BEV,MASS,419.0,AION AION V 602 LUXURY
2025-11,RY1,Deepal,Deepal S05,Deepal S05,MAX,MAX,,,,,B,CROSSOVER,VOLUME,MIXED,MASS,417.0,DEEPAL S05 MAX
2026-01,RY1,Geely,Geely EX5,Geely EX5,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,414.0,GEELY EX5
2025-05,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,414.0,TESLA Model Y Rear-Wheel Drive
2022-10,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,412.0,MG ZS
2025-01,RY1,Neta,Neta X,Neta X,,,,,,,B,CROSSOVER,VOLUME,BEV,BUDGET,409.0,NETA NETA X
2025-06,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,409.0,TESLA MODEL Y LONG RANGE
2023-05,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,407.0,MG MG4 ELECTRIC
2025-12,RY1,Deepal,Deepal S05,Deepal S05,MAX,MAX,,,,,B,CROSSOVER,VOLUME,MIXED,MASS,407.0,DEEPAL S05 MAX
2022-11,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,405.0,MG ZS
2025-03,RY1,Denza,Denza D9,Denza D9,FWD,,FWD,,,,E,MPV,LUXURY,MIXED,PREMIUM_LUXURY,404.0,DENZA DENZA D9 FWD
2026-01,RY1,Jaecoo,Jaecoo 6 EV,Jaecoo 6 EV,Long Range 4WD,LONG RANGE,4WD,,,,B,CROSSOVER,VOLUME,BEV,MASS,402.0,JAECOO 6 EV Long Range 4WD
2025-10,RY1,BYD,Atto 3,Atto 3,410KM-PREMIUM,PREMIUM,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,401.0,BYD BYD ATTO3 (410KM-PREMIUM)
2024-01,RY1,GWM,Haval Jolion,Haval Jolion,HYBRID,,,,,HEV,B,CROSSOVER,VOLUME,HEV,MASS,400.0,HAVAL JOLION HYBRID
2025-08,RY1,BYD,Atto 3,Atto 3,410KM-PREMIUM,PREMIUM,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,399.0,BYD BYD ATTO3 (410KM-PREMIUM)
2025-04,RY1,Aion,Aion V,Aion V,602 LUXURY,LUXURY,,602.0,,,C,CROSSOVER,UPPER,BEV,MASS,398.0,AION AION V 602 LUXURY
2025-09,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,398.0,ORA GOOD CAT
2023-02,RY1,GWM,Haval Jolion,Haval Jolion,HYBRID,,,,,HEV,B,CROSSOVER,VOLUME,HEV,MASS,395.0,HAVAL JOLION HYBRID
2024-03,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,395.0,DEEPAL S07
2025-06,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,395.0,DEEPAL S07
2023-01,RY1,GWM,Haval Jolion,Haval Jolion,HYBRID,,,,,HEV,B,CROSSOVER,VOLUME,HEV,MASS,394.0,HAVAL JOLION HYBRID
2023-11,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,393.0,MG EP
2025-08,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,392.0,DEEPAL S07
2026-01,RY1,Aion,Aion Y Plus,Aion Y Plus,490 PREMIUM,PREMIUM,,490.0,,,B,CROSSOVER,VOLUME,BEV,MASS,391.0,AION AION Y PLUS 490 PREMIUM
2025-03,RY1,BYD,Sealion 7,Sealion 7,RWD,,RWD,,,,D,CROSSOVER,UPPER,BEV,MASS,390.0,BYD BYD SEALION 7 RWD
2025-08,RY1,Aion,Aion UT,Aion UT,420 STANDARD,STANDARD,,420.0,,,B,HATCHBACK,MIXED,BEV,MASS,388.0,AION AION UT 420 STANDARD
2024-06,RY1,BYD,Atto 3,Atto 3,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,387.0,BYD BYD ATTO 3
2025-01,RY1,BYD,BYD M6,BYD M6,EXTENDED,,,,,,C,MPV,VOLUME,BEV,MASS,387.0,BYD BYD M6 EXTENDED
2025-07,RY1,MG,MG IM6,MG IM6,,,,,,,D,CROSSOVER,LUXURY,BEV,MASS,386.0,MG IM6
2023-08,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,385.0,MG EP
2022-08,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,383.0,MG EP
2024-04,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,381.0,NETA NETA V
2023-09,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,380.0,MG MG4 ELECTRIC
2024-02,RY1,BYD,Dolphin,Dolphin,STD,STD,,,,,B,HATCHBACK,VOLUME,BEV,MASS,380.0,BYD BYD DOLPHIN STD
2025-11,RY1,BYD,Atto 3,Atto 3,410KM-PREMIUM,PREMIUM,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,379.0,BYD BYD ATTO3 (410KM-PREMIUM)
2025-01,RY1,Changan,Changan Lumin,Changan Lumin,L DC,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,376.0,CHANGAN LUMIN L DC
2024-05,RY1,MG,MG5,MG5,,,,,,,C,SEDAN,VOLUME,ICE,MASS,375.0,MG MG5
2025-02,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,374.0,ORA GOOD CAT
2025-05,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,374.0,DEEPAL S07
2024-12,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,373.0,DEEPAL S07
2023-01,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,372.0,MG ZS EV
2023-05,RY1,GWM,Haval Jolion,Haval Jolion,HYBRID,,,,,HEV,B,CROSSOVER,VOLUME,HEV,MASS,371.0,HAVAL JOLION HYBRID
2024-07,RY1,Aion,Aion Y Plus,Aion Y Plus,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,371.0,AION AION Y PLUS
2025-11,RY1,Aion,Aion UT,Aion UT,420 STANDARD,STANDARD,,420.0,,,B,HATCHBACK,MIXED,BEV,MASS,370.0,AION AION UT 420 STANDARD
2023-07,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,369.0,MG EP
2024-04,RY1,BYD,Dolphin,Dolphin,STD,STD,,,,,B,HATCHBACK,VOLUME,BEV,MASS,368.0,BYD BYD DOLPHIN STD
2022-11,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,366.0,MG EP
2023-02,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,365.0,HAVAL H6 HEV ULTRA
2024-05,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,365.0,NETA NETA V
2023-03,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,364.0,MG ZS
2025-01,RY1,Aion,Aion Y Plus,Aion Y Plus,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,359.0,AION AION Y PLUS
2024-11,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,356.0,NETA NETA V-II
2024-10,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,354.0,ORA GOOD CAT
2025-10,RY1,MG,MG S5 EV,MG S5 EV,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,352.0,MG S5 EV
2025-05,RY1,BYD,Dolphin,Dolphin,490KM-EXT,EXT,,490.0,,,B,HATCHBACK,VOLUME,BEV,MASS,348.0,BYD BYD DOLPHIN (490KM-EXT)
2025-09,RY1,Changan,Changan Lumin,Changan Lumin,L DC,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,348.0,CHANGAN LUMIN L DC
2023-05,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,346.0,MG EP
2025-04,RY1,BYD,Atto 3,Atto 3,480KM-EXT,EXT,,480.0,,,B,CROSSOVER,VOLUME,BEV,MASS,346.0,BYD BYD ATTO3 (480KM-EXT)
2023-01,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,342.0,HAVAL H6 HEV ULTRA
2022-06,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,341.0,HAVAL H6 HEV ULTRA
2024-02,RY1,Aion,Aion Y Plus,Aion Y Plus,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,341.0,AION AION Y PLUS
2025-07,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,PREMIUM,PREMIUM,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,341.0,BYD BYD SEALION 6 DM-i PREMIUM
2023-08,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,340.0,MG MG4 ELECTRIC
2025-07,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,340.0,NETA NETA V-II
2023-02,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,339.0,MG ZS
2023-06,RY1,GWM,Haval Jolion,Haval Jolion,HYBRID,,,,,HEV,B,CROSSOVER,VOLUME,HEV,MASS,338.0,HAVAL JOLION HYBRID
2025-07,RY1,BYD,Sealion 7,Sealion 7,AWD,,AWD,,,,D,CROSSOVER,UPPER,BEV,MASS,338.0,BYD BYD SEALION 7 AWD
2022-03,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,337.0,MG HS
2025-01,RY1,Aion,Hyptec HT,Hyptec HT,620 PREMIUM,PREMIUM,,620.0,,,D,CROSSOVER,UPPER,BEV,MASS,337.0,AION HYPTEC HT 620 PREMIUM
2022-05,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,335.0,HAVAL H6 HEV ULTRA
2022-09,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,333.0,HAVAL H6 HEV ULTRA
2023-06,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,333.0,MG EP
2024-09,RY1,BYD,Atto 3,Atto 3,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,333.0,BYD BYD ATTO 3
2024-08,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,332.0,DEEPAL S07
2025-06,RY1,MG,MG S5 EV,MG S5 EV,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,332.0,MG S5 EV
2022-12,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,330.0,MG ZS EV
2023-12,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,330.0,MG ZS EV
2024-09,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,330.0,MG MG4 ELECTRIC
2024-12,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,330.0,NETA NETA V-II
2024-12,RY1,Neta,Neta X,Neta X,,,,,,,B,CROSSOVER,VOLUME,BEV,BUDGET,329.0,NETA NETA X
2023-06,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,327.0,MG ZS
2024-08,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,327.0,MG MG4 ELECTRIC
2024-12,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,327.0,MG MG4 ELECTRIC
2022-03,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,326.0,ORA GOOD CAT
2025-12,RY1,Aion,Aion UT,Aion UT,500 PREMIUM,PREMIUM,,500.0,,,B,HATCHBACK,MIXED,BEV,MASS,325.0,AION AION UT 500 PREMIUM
2023-02,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,322.0,TESLA MODEL Y LONG RANGE
2023-05,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,322.0,MG ZS
2025-02,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,321.0,MG MG4 ELECTRIC
2025-04,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,DYNAMIC,DYNAMIC,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,321.0,BYD BYD SEALION 6 DM-i DYNAMIC
2026-01,RY1,Deepal,Deepal S05,Deepal S05,REEV MAX,MAX,,,,REEV,B,CROSSOVER,VOLUME,MIXED,MASS,320.0,DEEPAL S05 REEV MAX
2025-03,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,320.0,DEEPAL S07
2025-08,RY1,BYD,Dolphin,Dolphin,490KM-EXT,EXT,,490.0,,,B,HATCHBACK,VOLUME,BEV,MASS,320.0,BYD BYD DOLPHIN (490KM-EXT)
2025-09,RY1,MG,MG S5 EV,MG S5 EV,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,320.0,MG S5 EV
2025-12,RY1,Chery,Chery V23,Chery V23,2WD PLUS,PLUS,2WD,,,,B,SUV,VOLUME,BEV,MASS,319.0,CHERY V23 2WD PLUS
2023-02,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,318.0,MG MG4 ELECTRIC
2024-11,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,318.0,DEEPAL S07
2025-10,RY1,BYD,Seal,Seal,5 DM-i PREMIUM,PREMIUM,,,,PHEV,D,SEDAN,UPPER,BEV,MASS,317.0,BYD BYD SEAL 5 DM-i PREMIUM
2024-07,RY1,MG,MG5,MG5,,,,,,,C,SEDAN,VOLUME,ICE,MASS,316.0,MG MG5
2025-05,RY1,Changan,Changan Lumin,Changan Lumin,L DC,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,315.0,CHANGAN LUMIN L DC
2025-11,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Max,LONG RANGE MAX,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,315.0,OMODA C5 EV Long Range Max
2023-01,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,312.0,MG ZS
2023-08,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,311.0,TESLA MODEL Y LONG RANGE
2024-10,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,309.0,MG MG4 ELECTRIC
2022-02,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,307.0,MG HS
2026-01,RY1,Denza,Denza D9,Denza D9,FWD,,FWD,,,,E,MPV,LUXURY,MIXED,PREMIUM_LUXURY,306.0,DENZA DENZA D9 FWD
2025-12,RY1,BYD,Atto 3,Atto 3,410KM-PREMIUM,PREMIUM,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,306.0,BYD BYD ATTO3 (410KM-PREMIUM)
2022-03,RY1,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,305.0,MG MG EXTENDER
2023-03,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,302.0,HAVAL H6 HEV ULTRA
2024-05,RY1,Aion,Aion Y Plus,Aion Y Plus,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,302.0,AION AION Y PLUS
2024-11,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,302.0,ORA GOOD CAT
2025-06,RY1,Changan,Changan Lumin,Changan Lumin,L DC,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,302.0,CHANGAN LUMIN L DC
2025-10,RY1,Changan,Changan Lumin,Changan Lumin,L DC,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,301.0,CHANGAN LUMIN L DC
2023-02,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,300.0,MG EP
2025-06,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,300.0,TESLA Model Y Rear-Wheel Drive
2025-09,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Max,LONG RANGE MAX,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,300.0,OMODA C5 EV Long Range Max
2022-02,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,298.0,HAVAL H6 HEV ULTRA
2023-06,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,298.0,MG MG4 ELECTRIC
2022-01,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,297.0,MG HS
2024-03,RY1,Tesla,Model 3,Model 3,Rear-Wheel Drive,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,297.0,TESLA Model 3 Rear-Wheel Drive
2022-01,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,296.0,HAVAL H6 HEV ULTRA
2025-09,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,296.0,DEEPAL S07
2024-10,RY1,Aion,Aion Y Plus,Aion Y Plus,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,295.0,AION AION Y PLUS
2025-12,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Max,LONG RANGE MAX,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,295.0,OMODA C5 EV Long Range Max
2026-01,RY1,BYD,Seal,Seal,STD RWD,STD,RWD,,,,D,SEDAN,UPPER,BEV,MASS,294.0,BYD BYD SEAL STD RWD
2024-04,RY1,Aion,Aion Y Plus,Aion Y Plus,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,294.0,AION AION Y PLUS
2025-11,RY1,MG,MG S5 EV,MG S5 EV,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,293.0,MG S5 EV
